transaction_id,user_id,clean_amount,clean_timestamp,clean_user_location,clean_merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,valid_ip,location_mismatch,hour_of_day,day_of_week,is_unusual_hour,time_since_last_txn,is_high_velocity,user_avg_spend,amount_vs_avg_ratio,device_seq,is_new_device,has_invalid_ip
TXN-963CF8F0C18B,USR0017,4675.110665179814,2024-03-19 01:16:00.336229,kolkata,kolkata,fuel,dev-a230c5c8,atm,upi,81204.94,success,192.185.30.107,0,1,1,1,5280.336229,0,3460.293796749622,1.3510733267968689,2,0,0
TXN-63B8563296BD,USR0017,5558.8268,2024-03-19 04:21:49.000000,kolkata,bangalore,education,dev-bfa447a1,atm,upi,75646.11,success,192.185.30.131,1,4,1,1,11148.663771,0,3662.7632748213205,1.5176593101268825,4,0,0
TXN-F97332876F91,USR0017,3025.341273494849,2024-03-19 18:36:23.862379,kolkata,kolkata,grocery,dev-bfa4??,atm,upi,72620.77,success,192.185.30.245,0,18,1,0,51274.862379,0,3933.6294927039894,0.7690966501586434,1,1,0
TXN-F83F3154F730,USR0017,0.0,2024-03-20 04:41:57.000000,kolkata,kolkata,travel,dev-bfa447a1,atm,upi,67894.39,success,192.185.30.80,0,4,2,1,36333.137621,0,3820.0934653028467,0.0,5,0,0
TXN-4755AA8BE897,USR0017,6700.11,2024-03-20 09:16:42.000000,kolkata,kolkata,healthcare,dev-bfa447a1,atm,netbanking,61194.27,success,missing,0,9,2,0,16485.0,0,3395.638635824753,1.973151650938593,6,0,1
TXN-DD5BC6712C81,USR0017,0.0,2024-03-22 00:00:00.000000,kolkata,kolkata,grocery,new-e515cb73,mobile,upi,24535.77,success,101.93.7.73,0,0,4,0,139398.0,0,3726.085772242277,0.0,1,1,0
TXN-56342B9A26F8,USR0017,3819.67,2024-03-22 08:48:28.000000,mumbai,mumbai,utilities,dev-a230c5c8,web,upi,57374.6,success,192.185.30.68,0,8,4,0,31708.0,0,3387.3507020384336,1.1276275546034045,3,0,0
TXN-BF311956DD97,USR0017,3310.4130274058325,2024-03-23 20:21:42.000000,kolkata,kolkata,electronics,dev-a230c5c8,atm,card,54064.19,success,192.185.30.95,0,20,5,0,127994.0,0,3423.377310201898,0.9670020911427305,4,0,0
TXN-598BA0B6F8E0,USR0017,4640.379475122063,2024-03-27 05:14:54.535697,kolkata,mumbai,food & dining,dev-bfa447a1,atm,upi,49423.81,success,192.185.30.12,1,5,2,1,291192.535697,0,3414.6877499868156,1.3589469378424164,7,0,0
TXN-E9A64F251528,USR0017,2840.4169235275053,2024-03-27 06:56:35.098911,kolkata,kolkata,fuel,dev-bfa447a1,atm,upi,46583.39,success,192.185.30.142,0,6,2,0,6100.563214,0,3502.237158925048,0.8110292897152145,8,0,0
TXN-146861F39AA5,USR0017,8657.869503289396,2024-03-27 16:05:00.000000,kolkata,kolkata,unknown,dev-a230c5c8,atm,upi,37925.52,success,missing,0,16,2,0,32904.901089,0,3458.115809898545,2.5036378057295376,5,0,1
TXN-8F1105741194,USR0017,4916.311830170674,2024-03-27 23:12:43.766184,kolkata,kolkata,entertainment,dev-bfa447a1,mobile,netbanking,33009.21,success,192.185.30.199,0,23,2,0,25663.766184,0,3783.1004157354732,1.2995456839385626,9,0,0
TXN-6DC6827AEF04,USR0017,3491.041700862684,2024-03-28 02:27:52.000000,kolkata,kolkata,unknown,dev-a230c5c8,atm,upi,29518.17,success,192.185.30.78,0,2,3,1,11708.233816,0,3849.7599107022497,0.9068206259017496,6,0,0
TXN-C00CEC74F22D,USR0017,5262.87,2024-03-29 00:54:36.000000,kolkata,kolkata,fuel,dev-a230c5c8,mobile,card,29518.17,failed,192.185.30.39,0,0,4,0,80804.0,0,3829.8311212667186,1.3741780824313532,7,0,0
TXN-88E4217F96F2,USR0017,6578.83,2024-05-13 21:17:59.000000,bangalore,kolkata,entertainment,ato-30059aac,atm,wallet,20644.09,success,missing,1,21,0,0,3961403.0,0,3905.254220147417,1.6846099158444954,1,1,1
TXN-EEE88C06F033,USR0017,3.65,2024-06-29 00:00:00.000000,kolkata,kolkata,utilities,cnp-1a8acf5c,atm,card,17447.18,success,192.185.30.6,0,0,5,0,3984121.0,0,4038.9330091400466,0.0009037040185373371,1,1,0
TXN-EADB5A9BF319,USR0018,5784.71,2024-01-06 00:58:45.000000,jaipur,jaipur,healthcare,dev-5a0a15c2,mobile,wallet,149092.05,success,192.112.41.218,0,0,5,0,2592000.0,0,3170.3437853998757,1.8246317665590503,1,1,0
TXN-920B0B65B979,USR0018,5521.5,2024-01-06 04:55:50.045999,jaipur,jaipur,unknown,dev-5a0a15c2,web,card,143570.55,success,192.112.41.183,0,4,5,1,14225.045999,0,5784.71,0.9544990138580862,2,0,0
TXN-44F6581B6000,USR0018,4771.0,2024-01-10 00:26:05.631908,jaipur,jaipur,electronics,dev-a4e6db8c,web,upi,138798.97,success,missing,0,0,2,0,329415.585909,0,5653.105,0.8439609721666926,1,1,1
TXN-160F5924C82D,USR0018,4661.0,2024-01-11 01:46:52.000000,jaipur,jaipur,travel,dev-a#,web,upi,134137.18,success,192.112.41.112,0,1,3,1,91246.368092,0,5359.07,0.8697404570760591,1,1,0
TXN-7BAF82F53E8B,USR0018,2385.934759915761,2024-01-11 11:30:29.000000,jaipur,jaipur,unknown,dev-a4e6db8c,web,netbanking,131751.25,success,192.112.41.82,0,11,3,0,35017.0,0,5184.5525,0.460200712658181,2,0,0
TXN-1F07170D7235,USR0018,9368.43,2024-01-11 14:18:09.782119,jaipur,jaipur,electronics,dev-5a0a15c2,web,upi,122382.82,success,192.112.41.120,0,14,3,0,10060.782119,0,4624.828951983152,2.0256813986009043,3,0,0
TXN-88929D959922,USR0018,7453.693723985646,2024-01-12 17:56:24.000000,jaipur,jaipur,t#,d??,web,upi,114929.13,success,192.112.41.219,0,17,4,0,99494.217881,0,5415.429126652627,1.3763809914042946,1,1,0
TXN-EF9833AE6064,USR0018,6810.92,2024-01-15 05:16:00.000000,jaipur,jaipur,entertainment,dev-5a0a15c2,web,card,108118.2,success,192.112.41.24,0,5,0,1,213576.0,0,5706.6097834144875,1.1935142311394593,4,0,0
TXN-A45FE7FF38E2,USR0018,5746.935933081269,2024-01-15 23:26:20.000000,chennai,jaipur,education,dev-a4e6db8c,mobile,unknown,102371.27,success,192.112.41.104,1,23,0,0,65420.0,0,5844.648560487676,0.9832816915802597,3,0,0
TXN-CCE5EEDC87E3,USR0018,3741.82,2024-01-16 09:47:19.000000,jaipur,bangalore,food & dining,dev-5a0a15c2,web,upi,98629.44,success,192.112.41.200,1,9,1,0,37259.0,0,5833.791601886964,0.64140446710089,5,0,0
TXN-2910CED5B6B3,USR0018,4224.40658917553,2024-01-19 00:15:49.000000,jaipur,jaipur,electronics,dev,web,unknown,0.0,success,missing,0,0,4,0,224910.0,0,5624.5944416982675,0.7510597653667332,1,1,1
TXN-98D8250A1FA0,USR0018,2611.0,2024-01-19 08:11:44.668162,jaipur,jaipur,clothing,dev-5a0a15c2,web,netbanking,91793.94,success,192.112.41.32,0,8,4,0,28555.668162,0,5497.3046369234735,0.47496003363416056,6,0,0
TXN-71A3D3C11535,USR0018,4490.369665336792,2024-01-19 10:03:59.304156,jaipur,jaipur,travel,dev-a4e6db8c,web,upi,87303.57,success,192.112.41.98,0,10,4,0,6734.635994,0,5256.779250513184,0.8542054826358504,4,0,0
TXN-4DE5BEF6FBCF,USR0018,3436.5385949925776,2024-01-20 01:47:37.388519,jaipur,jaipur,food & dining,dev-a4e6db8c,web,upi,87303.57,failed,192.112.41.158,0,1,5,1,56618.084363,0,5197.824667038077,0.661149386237254,5,0,0
TXN-1AEE8FD08F0D,USR0018,10144.350227073515,2024-01-21 00:00:00.000000,jaipur,jaipur,education,dev-a4e6db8c,web,upi,0.0,success,192.112.41.36,0,0,6,0,79942.611481,0,5072.0185190348275,2.0000617444518523,6,0,0
TXN-DD6B2C3C02CA,USR0018,8192.82962605025,2024-01-22 01:37:26.000000,jaipur,jaipur,entertainment,unknown,atm,upi,68966.39,success,192.112.41.140,0,1,0,1,92246.0,0,5410.173966237406,1.514337554029656,1,1,0
TXN-27701C9EAFBF,USR0018,6244.29,2024-01-25 17:23:50.025701,jaipur,jaipur,healthcare,dev-a4e6db8c,web,upi,62722.1,success,192.112.41.153,0,17,3,0,315984.025701,0,5584.089944975709,1.1182287624926277,7,0,0
TXN-7328704A8992,USR0018,3970.180240649178,2024-01-25 19:34:14.000000,jaipur,jaipur,healthcare,dev-a4e6db8c,mobile,upi,58751.92,success,192.112.41.64,0,19,3,0,7823.974299,0,5622.925242330079,0.7060702503566055,8,0,0
TXN-D83A15F4C2D5,USR0018,3543.870401282452,2024-01-26 23:02:07.000000,jaipur,jaipur,entertainment,dev-5a0a15c2,mobile,upi,55208.05,success,192.112.41.252,0,23,4,0,98873.0,0,5531.106075570029,0.640716403998826,7,0,0
TXN-0C0B259D942E,USR0018,5595.71,2024-01-31 01:33:03.000000,jaipur,jaipur,entertainment,dev-5a0a15c2,web,upi,49612.34,success,192.112.41.207,0,1,2,1,354656.0,0,5426.514724291736,1.0311793617068927,8,0,0
TXN-28B3834385D5,USR0018,0.0,2024-02-28 06:04:10.000000,bangalore,chennai,travel,ato-7eb772e9,web,wallet,45778.37,success,246.82.124.200,1,6,2,0,2435467.0,0,5434.974488077149,0.0,1,1,0
TXN-3723C5EA9AAD,USR0019,276.0512854899978,2024-01-28 12:08:57.000000,ahmedabad,ahmedabad,unknown,dev-c84abcd7,mobile,netbanking,145123.85,success,192.196.46.242,0,12,6,0,2592000.0,0,3170.3437853998757,0.08707298113552994,1,1,0
TXN-AB86B8B6434B,USR0019,166.67405274889256,2024-01-28 15:59:00.000000,ahmedabad,ahmedabad,education,dev-939fe4d8,atm,wallet,144957.17,success,192.196.46.167,0,15,6,0,13803.0,0,276.0512854899978,0.6037792811406375,1,1,0
TXN-185166D6EE58,USR0019,181.41110223565576,2024-01-30 10:33:42.844930,ahmedabad,ahmedabad,healthcare,unknown,atm,unknown,144775.76,success,192.196.46.45,0,10,1,0,153282.84493,0,221.36266911944517,0.8195198167879423,1,1,0
TXN-FD9580A380DF,USR0019,229.69,2024-01-30 15:27:56.000000,ahmedabad,ahmedabad,utilities,dev-c84abcd7,web,upi,0.0,success,192.196.46.47,0,15,1,0,17653.15507,0,208.04548015818204,1.1040373902138474,2,0,0
TXN-74FD25F882E9,USR0019,150.42,2024-01-31 00:27:06.000000,ahmedabad,bangalore,electronics,dev-00e01fdd,atm,card,144546.08,pending,192.196.46.89,1,0,2,0,32350.0,0,213.45661011863652,0.7046865068715059,1,1,0
TXN-7A7F25526C5A,USR0019,203.778180578982,2024-02-02 14:31:06.167884,ahmedabad,ahmedabad,electronics,dev-c84abcd7,web,netbanking,144546.08,pending,192.196.46.54,0,14,4,0,223440.167884,0,200.8492880949092,1.0145824880238752,3,0,0
TXN-ACCD3FEA4A57,USR0019,143.51894001696445,2024-02-03 06:03:11.605615,ahmedabad,ahmedabad,travel,dev-c84abcd7,atm,netbanking,144402.56,success,192.196.46.188,0,6,5,0,55925.437731,0,201.33743684225468,0.7128278532776354,4,0,0
TXN-F2070C6E5990,USR0019,173.331726655361,2024-02-06 11:46:29.000000,ahmedabad,ahmedabad,utilities,dev-00e01fdd,atm,netbanking,144229.23,success,192.196.46.213,0,11,1,0,279797.394385,0,193.07765158149894,0.8977306086866859,2,0,0
TXN-0D029524CC90,USR0019,293.39339158137426,2024-02-08 01:40:06.000000,ahmedabad,ahmedabad,healthcare,dev-939fe4d8,atm,upi,143935.83,success,192.196.46.76,0,1,3,1,136417.0,0,190.60941096573168,1.5392386698143392,2,0,0
TXN-B4E1E2CC6F84,USR0019,234.2658279861484,2024-02-12 14:43:54.000000,bangalore,delhi,entertainment,dev-00e01fdd,atm,netbanking,143701.57,success,192.196.46.242,1,14,0,0,392628.0,0,202.02985325635865,1.159560394736718,3,0,0
TXN-364478D1B6CB,USR0019,293.03,2024-02-13 23:11:05.000000,ahmedabad,bangalore,grocery,dev-00e01fdd,web,card,143408.53,success,192.196.46.156,1,23,1,0,116831.0,0,205.2534507293376,1.427649497157132,4,0,0
TXN-A79F4B3BC848,USR0019,165.59424338841924,2024-02-14 03:01:41.000000,ahmedabad,ahmedabad,healthcare,dev-...,atm,netbanking,143242.94,success,192.196.46.237,0,3,2,1,13836.0,0,213.23313702667056,0.7765877195805172,1,1,0
TXN-A96BCC1BA9B4,USR0019,276.7388909869905,2024-02-15 00:00:00.000000,ahmedabad,ahmedabad,grocery,dev-939fe4d8,atm,netbanking,142966.2,success,192.196.46.216,0,0,3,0,75499.0,0,209.26322922348297,1.3224438846205893,3,0,0
TXN-00857C790C38,USR0019,1269.39,2024-03-02 03:02:09.000000,delhi,delhi,entertainment,dev-00e01fdd,web,netbanking,142710.24,success,192.196.46.185,0,3,5,1,1393329.0,0,214.45366474375277,5.91918045478481,5,0,0
TXN-64009524ED6D,USR0019,308.79,2024-06-27 19:41:24.960586,ahmedabad,ahmedabad,clothing,dev-00e01fdd,atm,netbanking,145499.17,success,192.196.46.243,0,19,3,0,10168755.960586,0,289.806260119199,1.06550489702308,6,0,0
TXN-BEB7632A0EB0,USR0019,397.4003778039689,2024-06-28 00:00:00.000000,ahmedabad,ahmedabad,clothing,dev-939fe4d8,atm,netbanking,145499.17,pending,192.196.46.57,0,0,4,0,15515.039414,0,291.0718427779191,1.3652999216903876,4,0,0
TXN-1793671F8102,USR0019,99.26702282394136,2024-06-28 23:50:11.000000,ahmedabad,ahmedabad,utilities,dev-939fe4d8,web,netbanking,0.0,success,192.196.46.16,0,23,4,0,85811.0,0,297.71737621704716,0.33342702650080364,5,0,0
TXN-91374C5B80EB,USR0020,2554.031271653732,2024-03-11 00:00:00.000000,lucknow,lucknow,unknown,dev-175b1f96,mobile,card,172197.09,success,192.96.196.44,0,0,0,0,2592000.0,0,3170.3437853998757,0.805600728652708,1,1,0
TXN-720E877F9A07,USR0020,7459.26,2024-03-12 00:49:15.747757,kolkata,kolkata,travel,dev-175b1f96,mobile,upi,164737.83,success,192.96.196.165,0,0,1,0,89355.747757,0,2554.031271653732,2.9205828658332402,2,0,0
TXN-84C8BBF69256,USR0020,2454.5652128035144,2024-03-13 23:25:00.000000,jaipur,jaipur,utilities,dev-c894b8f5,mobile,card,153095.35,success,192.96.196.139,0,23,2,0,167744.252243,0,5006.645635826866,0.4902614218063228,1,1,0
TXN-32FC4ED4A06D,USR0020,5410.31286881371,2024-03-14 08:42:36.000000,kolkata,ahmedabad,unknown,dev-175b1f96,atm,wallet,147685.04,success,missing,1,8,3,0,33456.0,0,4155.952161485749,1.3018226980411878,3,0,1
TXN-3E3A44E74819,USR0020,7457.251963207814,2024-03-14 11:40:15.672605,jaipur,ahmedabad,travel,dev-c894b8f5,mobile,card,140227.79,success,192.96.196.31,1,11,3,0,10659.672605,0,4469.542338317739,1.6684598516030613,2,0,0
TXN-11A5D33200FD,USR0020,10264.317568158162,2024-03-18 22:50:52.000000,jaipur,kolkata,food & dining,dev-c894b8f5,mobile,card,129963.47,success,192.96.196.21,1,22,0,0,385836.327395,0,5067.084263295755,2.0256851898541646,3,0,0
TXN-2319987DBA60,USR0020,5629.7,2024-03-27 19:21:00.000000,jaipur,jaipur,fuel,unknown,mobile,upi,124333.76,success,192.96.196.23,0,19,2,0,765008.0,0,5933.289814106155,0.9488328005025626,1,1,0
TXN-E0FE3DB41A5A,USR0020,8869.45,2024-03-29 00:16:22.000000,jaipur,jaipur,travel,dev-175b1f96,mobile,wallet,115464.32,success,192.96.196.29,0,0,4,0,104122.0,0,5889.919840662419,1.5058693878495621,4,0,0
TXN-9786500A7C94,USR0020,11538.54348182177,2024-03-30 06:22:18.000000,jaipur,jaipur,entertainment,unknown,atm,netbanking,103925.78,success,missing,0,6,5,0,108356.0,0,6262.361110579617,1.8425228535453433,2,0,1
TXN-AD1AC7D65570,USR0020,9007.817433417718,2024-04-02 10:04:29.870557,jaipur,jaipur,travel,dev-175b1f96,mobile,card,94917.96,success,192.96.196.45,0,10,1,0,272531.870557,0,6848.6035962731885,1.3152779677840796,5,0,0
TXN-C1E09DDBF0AE,USR0020,6724.102315511705,2024-04-03 20:44:31.000000,jaipur,jaipur,clothing,dev-175b1f96,mobile,netbanking,94917.96,pending,192.96.196.177,0,20,2,0,124801.129443,0,7064.524979987642,0.9518123759264199,6,0,0
TXN-A935F458E3FF,USR0020,8404.0,2024-04-07 00:00:00.000000,jaipur,jaipur,electronics,dev-c894b,mobile,netbanking,94917.96,failed,192.96.196.72,0,0,6,0,270929.0,0,7033.577465035284,1.1948400411922442,1,1,0
TXN-7F340AC4ADD2,USR0020,5550.39,2024-04-13 01:24:36.387352,jaipur,jaipur,utilities,dev-175b1f96,web,netbanking,89367.57,success,192.96.196.69,0,1,5,1,523476.387352,0,7147.779342949011,0.7765194931080288,7,0,0
TXN-8D1DC3DC7956,USR0020,7571.98,2024-04-14 14:44:57.000000,jaipur,jaipur,travel,dev-c894b8f5,web,netbanking,81795.59,success,192.96.196.211,0,14,6,0,134420.612648,0,7024.90323964524,1.0778767665422846,4,0,0
TXN-1B623A7CDA19,USR0020,6862.7678,2024-04-14 17:11:00.000000,jaipur,jaipur,food & dining,dev-175b1f96,mobile,upi,74932.82,success,192.96.196.45,0,17,6,0,8763.0,0,7063.980151099152,0.9715157239247054,8,0,0
TXN-EDA8720130AA,USR0020,8306.79479456148,2024-04-17 10:29:00.000000,jaipur,jaipur,unknown,dev-175b1f96,mobile,card,66626.02,success,missing,0,10,2,0,235080.0,0,7050.565994359208,1.178174176289616,9,0,1
TXN-0CB17A6C798C,USR0020,6112.768986314872,2024-04-18 11:48:57.000000,jaipur,jaipur,travel,unknown,mobile,card,60513.26,success,192.96.196.126,0,11,3,0,91197.0,0,7129.08029437185,0.8574414546244158,3,0,0
TXN-EB68058DC0A0,USR0020,8473.215898321623,2024-04-23 08:10:00.910855,jaipur,jaipur,electronics,dev-175b1f96,mobile,netbanking,52040.04,success,missing,0,8,1,0,418863.910855,0,7069.297276250852,1.198593800094002,10,0,1
TXN-0265E080DBB7,USR0020,6086.11,2024-04-23 20:14:50.000000,jaipur,jaipur,fuel,dev-c894b8f5,mobile,card,45953.93,success,192.96.196.174,0,20,1,0,43489.089145,0,7147.2927552547835,0.8515266129276915,5,0,0
TXN-AB1E156B7DF2,USR0020,9868.626609549556,2024-04-24 22:10:00.000000,jaipur,jaipur,grocery,dev-c894b8f5,mobile,card,36085.31,success,192.96.196.45,0,22,2,0,93310.0,0,7091.4410312940045,1.391624995834244,6,0,0
TXN-3B754005ACC6,USR0020,28220.51,2024-04-28 03:57:00.000000,jaipur,jaipur,education,dev-c894b8f5,web,wallet,22248.79,success,192.96.196.76,0,3,6,1,280020.0,0,7230.300310206783,3.9030896021194463,7,0,0
TXN-98A9F393FA99,USR0020,15295.99,2024-06-14 03:57:24.000000,jaipur,jaipur,tra,dev-175b1f96,web,card,26281.15,success,192.96.196.223,0,3,4,1,4060824.0,0,8229.834104958842,1.8586024683289133,11,0,0
TXN-E7ADEA359440,USR0020,9187.91198192457,2024-12-03 17:30:00.000000,jaipur,jaipur,healthcare,dev-c894b8f5,mobile,card,155549.92,success,192.96.196.120,0,17,1,0,14909556.0,0,8551.023009278893,1.074481025394244,8,0,0
TXN-F8B9AFA6FEEB,USR0021,3832.42,2024-02-13 21:18:55.000000,bangalore,pune,clothing,dev-8f2a3284,atm,upi,152999.74,success,192.83.126.109,1,21,1,0,2592000.0,0,3170.3437853998757,1.2088341982219049,1,1,0
TXN-77950BE20FFF,USR0021,814.0,2024-02-14 07:46:04.759114,bangalore,bangalore,education,dev-4e1d82bf,atm,upi,152185.52,success,missing,0,7,2,0,37629.759114,0,3832.42,0.21239843176792095,1,1,1
TXN-FE2CF3AEC77A,USR0021,2630.038806082046,2024-02-25 12:38:39.000000,bangalore,bangalore,electronics,dev-8f2a3284,atm,unknown,149555.48,success,192.83.126.73,0,12,6,0,967954.240886,0,2323.21,1.1320710546017516,2,0,0
TXN-7163062EF50E,USR0021,4439.625506279589,2024-02-26 12:18:22.000000,bangalore,bangalore,healthcare,dev-8f2a3284,atm,unknown,145115.85,success,192.83.126.168,0,12,0,0,85183.0,0,2425.4862686940155,1.8304063582128656,3,0,0
TXN-D8924D1A1EEA,USR0021,7362.49,2024-02-26 19:49:09.000000,bangalore,bangalore,grocery,unknown,atm,upi,145115.85,failed,192.83.126.82,0,19,0,0,27047.0,0,2929.021078090409,2.513635026369856,1,1,0
TXN-4820570DD19C,USR0021,5869.28,2024-02-28 10:10:00.000000,bangalore,bangalore,utilities,unknown,web,upi,145115.85,failed,missing,0,10,2,0,138051.0,0,3815.714862472327,1.538186210490382,2,0,1
TXN-C25D9D1FBDAB,USR0021,509.2287526923419,2024-03-01 23:07:01.776045,bangalore,bangalore,entertainment,dev-4e1d82bf,atm,upi,144606.63,success,192.83.126.201,0,23,4,0,219421.776045,0,4157.975718726939,0.1224703523818438,2,0,0
TXN-2E3C8BAA05FA,USR0021,1800.612079856211,2024-03-03 00:36:03.667031,bangalore,bangalore,healthcare,dev-4e1d82bf,mobile,upi,142806.01,success,192.83.126.121,0,0,6,0,91741.890986,0,3636.726152150568,0.49511896127791594,3,0,0
TXN-8D0535B3CF80,USR0021,6423.44,2024-03-04 23:06:03.203768,bangalore,bangalore,healthcare,dev-cba811d2,web,card,0.0,success,192.83.126.91,0,23,0,0,167399.536737,0,3407.2118931137734,1.885248168489246,1,1,0
TXN-3424BBF63960,USR0021,5522.663904180792,2024-03-05 18:44:25.483293,bangalore,bangalore,grocery,dev-8f2a3284,atm,upi,0.0,failed,192.83.126.218,0,18,1,0,70702.279525,0,3742.348349434465,1.4757214918964316,4,0,0
TXN-77A513F5E1B2,USR0021,8410.075890944774,2024-03-08 19:12:11.000000,bangalore,bangalore,education,dev-4e1d82bf,atm,upi,127972.5,success,192.83.126.223,0,19,4,0,260865.516707,0,3920.379904909098,2.1452196148035254,4,0,0
TXN-F1894E9625C3,USR0021,3597.37,2024-03-09 07:57:32.551245,bangalore,ahmedabad,travel,dev-cba811d2,web,upi,124375.13,success,192.83.126.146,1,7,5,0,45921.551245,0,4328.534085457796,0.8310827454899679,2,0,0
TXN-F2B656CF8D76,USR0021,0.0,2024-03-09 21:39:06.964784,bangalore,bangalore,grocery,dev-cba811d2,atm,upi,0.0,success,192.83.126.46,0,21,5,0,49294.413539,0,4267.603745002979,0.0,3,0,0
TXN-6F96E1460CD0,USR0021,4533.0,2024-03-09 21:49:19.278776,bangalore,bangalore,electronics,dev-cba811d2,atm,upi,116932.82,success,192.83.126.202,0,21,5,0,612.313992,0,3939.326533848904,1.1507043017487577,4,0,0
TXN-E997D935424B,USR0021,17091.04,2024-05-08 02:59:16.000000,bangalore,bangalore,healthcare,dev-4e1d82bf,web,upi,100855.83,success,192.83.126.107,0,2,2,1,5116196.721224,0,3981.731781431125,4.292363447678904,5,0,0
TXN-3C1E9B1CCC67,USR0021,0.0,2024-10-03 02:48:00.000000,bangalore,bangalore,food & dining,dev-8f2a3284,atm,wallet,113367.71,success,192.83.126.2,0,2,3,1,12786524.0,0,4855.6856626690505,0.0,5,0,0
TXN-AF20F15605A1,USR0021,0.0,2024-12-03 02:02:00.000000,bangalore,bangalore,food & dining,dev-8f2a3284,atm,upi,107131.51,success,192.83.126.174,0,2,1,1,5267640.0,0,4552.2053087522345,0.0,6,0,0
TXN-9771D12F60B6,USR0022,853.7572974159488,2024-02-15 17:02:55.327538,mumbai,mumbai,grocery,dev-2e4ef3a3,mobile,card,74927.49,success,192.62.225.79,0,17,3,0,2592000.0,0,3170.3437853998757,0.2692948628015481,1,1,0
TXN-A442B398E85E,USR0022,956.784541866445,2024-02-16 05:47:47.000000,mumbai,ahmedabad,entertainment,dev-54c67087,mobile,card,73970.71,success,192.62.225.88,1,5,4,1,45891.672462,0,853.7572974159488,1.120675083604645,1,1,0
TXN-3B59E99644AC,USR0022,652.6519002454722,2024-02-18 07:43:11.000000,mumbai,mumbai,grocery,dev-54c67087,mobile,card,73318.06,success,192.62.225.253,0,7,6,0,179724.0,0,905.2709196411969,0.7209464911285178,2,0,0
TXN-08F1C534BE9D,USR0022,1397.0,2024-02-19 15:47:25.000000,mumbai,mumbai,education,dev-54c67087,mobile,card,71920.72,success,missing,0,15,0,0,115454.0,0,821.064579842622,1.7014495781236538,3,0,1
TXN-0F5DE5E277DA,USR0022,676.93,2024-02-21 02:55:18.174442,mumbai,mumbai,fuel,dev-2e4ef3a3,mobile,upi,71243.78,success,192.62.225.13,0,2,2,1,126473.174442,0,965.0484348819665,0.7014466512951008,2,0,0
TXN-ADED91A8FDF4,USR0022,1249.9431189996048,2024-02-22 00:04:24.967095,mumbai,mumbai,grocery,dev-54c67087,mobile,card,69993.84,success,192.62.225.178,0,0,3,0,76146.792653,0,907.4247479055732,1.3774619968322201,4,0,0
TXN-5A5EAEF4F433,USR0022,1877.7649032487,2024-02-22 12:58:16.908468,mumbai,jaipur,utilities,dev-54c67087,mobile,wallet,68116.08,success,missing,1,12,3,0,46431.941373,0,964.5111430879118,1.9468565990522542,5,0,1
TXN-17FF84BAE560,USR0022,309.45,2024-02-22 17:28:50.000000,delhi,delhi,unknown,dev-54c67087,mobile,card,67806.63,success,192.62.225.68,0,17,3,0,16233.091532,0,1094.9759659680244,0.2826089400969986,6,0,0
TXN-2DC8B8A61A5B,USR0022,1714.4121136314616,2024-02-23 09:25:49.000000,mumbai,mumbai,clothing,dev-2e4ef3a3,mobile,card,67806.63,failed,192.62.225.54,0,9,4,0,57419.0,0,996.7852202220213,1.7199413290359429,3,0,0
TXN-DD453E2C8E12,USR0022,1192.682442177923,2024-02-23 23:52:48.000000,delhi,delhi,education,dev-2e4ef3a3,atm,card,66613.95,success,missing,0,23,4,0,52019.0,0,1076.5215417119591,1.107903915422071,4,0,1
TXN-628FF3FE536E,USR0023,4170.929114972607,2024-01-17 12:02:16.000000,chennai,chennai,travel,dev-58413333,atm,netbanking,17531.49,success,192.197.33.119,0,12,2,0,2592000.0,0,3170.3437853998757,1.3156078280925134,1,1,0
TXN-8E42A8957459,USR0023,7918.16,2024-01-20 14:39:03.875039,lucknow,lucknow,grocery,dev-9d08d512,web,unknown,9613.33,success,192.197.33.30,0,14,5,0,268607.875039,0,4170.929114972607,1.8984163390817637,1,1,0
TXN-45B90EC7642B,USR0023,9788.53,2024-01-20 15:00:00.000000,lucknow,lucknow,entertainment,dev-58413333,atm,netbanking,9613.33,failed,192.197.33.225,0,15,5,0,1256.124961,0,6044.544557486303,1.6193990946237127,2,0,0
TXN-F47EC09DF5B2,USR0023,5187.524953917471,2024-01-23 03:44:25.000000,lucknow,lucknow,clothing,dev-9d08d512,atm,upi,0.0,success,192.197.33.214,0,3,1,1,218665.0,0,7292.539704990869,0.7113468224593641,2,0,0
TXN-FDD999A80D4D,USR0023,9016.868043603554,2024-01-25 13:39:43.250159,l,bangalore,electronics,dev-58413333,atm,upi,0.0,success,192.197.33.252,1,13,3,0,208518.250159,0,6766.286017222519,1.332617037962386,3,0,0
TXN-6817A7ABE560,USR0023,12420.702243594867,2024-01-26 09:01:35.317900,lucknow,lucknow,travel,dev-9d08d512,atm,upi,0.0,failed,192.197.33.92,0,9,4,0,69712.067741,0,7216.402422498727,1.7211764947668138,3,0,0
TXN-C06D84F9E352,USR0023,6034.930767390511,2024-01-27 08:46:00.000000,lucknow,lucknow,education,dev-9d08d512,atm,upi,0.0,failed,192.197.33.168,0,8,5,0,85464.6821,0,8083.78572601475,0.7465475910010562,4,0,0
