transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,ts,seconds_since_prev,fast_txn_flag,txn_count_last_5min,velocity_flag,user_avg_amount,amount_vs_user_avg,high_amount_flag,extreme_amount_flag,rolling_avg_3,spike_flag,amount_to_balance_ratio,is_new_device_for_user,user_device_count,device_user_count,is_new_city_for_user,device_location_combo,ip_clean,ip_anomaly,ip_multi_user,ip_multi_user_flag,hour,is_night,fraud_score,strong_combo_flag,fraud_label,iso_score,lgbm_prob,rf_prob,ensemble_fraud_prob,final_fraud,fraud_type
TXN-15AC1FE44C4C,USR0023,10285.7,18/05/2024 09:52:51,lucknow,LKO,Electronics,DEV-58413333,ATM,UPI,0.0,success,192.197.33.174,10285.7,2024-05-18 09:52:51.000000,0.0,1,3,1,7296.264114165442,1.409528261425184,0,0,9532.196666666667,0,10285.7,0,2,1.0,0,0,192.197.33.174,0,1.0,0,9,0,4,0,0,1,2.381559319090188e-05,0.02,0.008014289355914542,0,Not Fraud
TXN-D6786DFB718B,USR0023,70632.36,2024-05-27T15:53:49,LKO,LKO,Electronics,DEV-9D08D512,ATM,NetBanking,0.0,success,192.168..1,70632.36,2024-05-27 15:53:49.000000,799258.0,0,3,1,7406.983961788945,9.534626473859573,1,1,30401.253333333338,1,70632.36,0,2,1.0,0,0,,1,1.0,0,15,0,9,0,1,1,0.9999859086230779,0.77,0.9079915451738467,1,High Amount Fraud
TXN-447DD3D0EC57,USR0023,9739.49,09-Jun-2024,lucknow,LKO,Electronics,DEV-9D08D512,ATM,NetBanking,0.0,success,192.197.33.105,,2024-06-09 00:00:00.000000,1065971.0,0,3,1,9665.03310601077,1.0075994871095104,0,0,30219.183333333334,0,9739.49,0,2,1.0,0,0,192.197.33.105,0,1.0,0,0,1,3,0,0,1,3.750118656103122e-06,0.04,0.01600225007119366,0,Not Fraud
TXN-A70924175852,USR0023,9949.67,"June 09, 2024 12:06 PM",LKO,Lucknow,Electronics,DEV-9D08D512,ATM,UPI,0.0,success,192.197.33.64,,2024-06-09 12:06:00.000000,43560.0,0,3,1,9667.600585113845,1.0290703305418263,0,0,30107.173333333336,0,9949.67,0,2,1.0,0,0,192.197.33.64,0,1.0,0,12,0,3,0,0,0,8.431902174090452e-07,0.0,5.059141304454271e-07,0,Not Fraud
TXN-95D26204B3AF,USR0023,6301.53,1717934872,LKO,LKO,Electronics,DEV-58413333,web,UPI,0.0,success,192.197.33.3,,2024-06-09 12:07:52.000000,112.0,0,4,1,9677.002898943383,0.6511188378222105,0,0,8663.563333333328,0,6301.53,0,2,1.0,0,0,192.197.33.3,0,1.0,0,12,0,3,0,0,1,9.239132671366654e-07,0.005,0.002000554347960282,0,Not Fraud
TXN-3D4D0BB8C51D,USR0024,6925.88,2024-01-28T03:35:16,BENGALURU,PNQ,Electronics,DEV-530A1B2A,ATM,NetBanking,143829.47,success,192.224.156.151,,2024-01-28 03:35:16.000000,999999.0,0,0,0,3157.0889808457882,2.1930604368674675,0,0,6925.88,0,0.048153079107646664,1,1,1.0,1,1,192.224.156.151,0,1.0,0,3,1,9,1,1,0,0.9999991509961634,1.0,0.9999994905976981,1,Device + Location Fraud
TXN-DB156737580C,USR0024,5757.36,2024-01-28T03:35:52,Bengaluru,BLR,Electronics,DEV-530A1B2A,ATM,Card,143828.47,success,192.224.156.234,,2024-01-28 03:35:52.000000,36.0,1,1,0,6925.88,0.8311620816298246,0,0,6341.62,0,0.04002907053749138,0,1,1.0,1,0,192.224.156.234,0,1.0,0,3,1,3,0,0,0,5.258251682562438e-06,0.015,0.006003154951009538,0,Not Fraud
TXN-946086F393C8,USR0024,6616.56,28/01/2024 03:36:57,Lucknow,Lucknow,Electronics,DEV-530A1B2A,ATM,Wallet,138056.98,success,192.224.156.122,,2024-01-28 03:36:57.000000,65.0,0,2,1,6341.62,1.043190353513217,0,0,6433.266666666666,0,0.04792595111126499,0,1,1.0,1,0,192.224.156.122,0,1.0,0,3,1,4,0,0,0,1.6967357315813468e-05,0.005,0.0020101804143894883,0,Not Fraud
TXN-F1EFC2D30AAE,USR0024,4771.06,05-18-2024 02:53,Bangalore,Bengaluru,Education,,ATM,Wallet,184864.43,success,192.224.156.173,,2024-05-18 02:53:00.000000,9587763.0,0,2,1,6433.266666666666,0.7415079677559733,0,0,5714.993333333333,0,0.02580828660069111,1,1,,1,1,192.224.156.173,0,1.0,0,2,1,11,1,1,1,0.9999991509961634,0.975,0.9899994905976981,1,Device + Location Fraud
TXN-47C489EE96F2,USR0024,2979.836443237314,18/05/2024 15:01:18,BENGALURU,bangalore,Grocery,DEV-530A1B2A,ATM,NetBanking,184864.43,pending,192.224.156.38,,2024-05-18 15:01:18.000000,43698.0,0,2,1,6017.715,0.4950951230017228,0,0,4789.152147745772,0,0.016118949028151527,0,1,1.0,0,0,192.224.156.38,0,1.0,0,15,0,2,0,0,0,5.592810849299569e-07,0.005,0.002000335568650958,0,Not Fraud
TXN-DDFFD9E59830,USR0024,5472.0,2024-05-19T07:15:51.638328,Bangalore,Bengaluru,Food & Dining,DEV-530A1B2A,mobile,NetBanking,168542.76,success,192.224.156.173,,2024-05-19 07:15:51.638328,58473.638328,0,2,1,5410.139288647462,1.011247300818928,0,0,4407.632147745771,0,0.03246634583208539,0,1,1.0,0,0,192.224.156.173,0,1.0,0,7,0,2,0,0,0,5.275187786163063e-07,0.0,3.165112671697838e-07,0,Not Fraud
TXN-9980C654282C,USR0024,5037.352854793964,22/05/2024 01:44:42,Bengaluru,bangalore,Clothing,DEV-530A1B2A,mobile,NetBanking,157735.76,success,,,2024-05-22 01:44:42.000000,239330.361672,0,2,1,5420.449407206219,0.9291524233534834,0,0,4496.396432677092,0,0.0319351865398653,0,1,1.0,0,0,,1,1.0,0,1,1,3,0,0,0,2.3566714350383104e-05,0.01,0.00401414002861023,0,Not Fraud
TXN-D9FCCED34A84,USR0024,5276.01608525745,1716571915,BLR,BLR,Food & Dining,DEV-530A1B2A,ATM,Card,152459.74,success,192.224.156.199,,2024-05-24 17:31:55.000000,229633.0,0,2,1,5365.721328290182,0.9830985740670775,0,0,5261.789646683806,0,0.03460573577996178,0,1,1.0,1,0,192.224.156.199,0,1.0,0,17,0,4,0,0,0,2.314171783510718e-06,0.005,0.0020013885030701066,0,Not Fraud
TXN-CA38190972AE,USR0024,4183.98,2024-05-25T06:04:27.551536,BENGALURU,BLR,Grocery,DEV-530A1B2A,ATM,NetBanking,148275.76,success,192.224.156.132,,2024-05-25 06:04:27.551536,45152.551536,0,2,1,5354.508172911092,0.7812479908373877,0,0,4832.449646683805,0,0.02821736865574888,0,1,1.0,0,0,192.224.156.132,0,1.0,0,6,0,2,0,0,0,2.090738850865289e-06,0.0,1.2544433105191734e-06,0,Not Fraud
TXN-34982C30D4AE,USR0025,6934.45,24/03/2024 16:46:22,Calcutta,Kolkata,Travel,DEV-1762E520,ATM,Card,179203.68,success,192.80.103.85,,2024-03-24 16:46:22.000000,999999.0,0,0,0,3157.0889808457882,2.1957741032815483,0,0,6934.45,0,0.03869569700969863,1,4,1.0,1,1,192.80.103.85,0,1.0,0,16,0,9,1,1,0,0.9999992516981453,1.0,0.9999995510188872,1,Device + Location Fraud
TXN-012D10A22101,USR0025,12367.582659088215,2024-03-24T18:14:24.940144,CCU,Kolkata,Education,DEV-F6295517,ATM,NetBanking,166836.09,success,192.80.103.126,,2024-03-24 18:14:24.940144,5282.940144,0,0,0,6934.45,1.7832415573738136,0,0,9651.016329544107,0,0.0741296953758197,1,4,1.0,1,1,192.80.103.126,0,1.0,0,18,0,9,1,1,0,0.9999989724061255,0.995,0.9979993834436752,1,Device + Location Fraud
TXN-ED802ECECBA0,USR0025,11570.0,25/03/2024 10:11:56,kolkata,CCU,Fuel,DEV-46B058CE,ATM,UPI,155265.14,success,192.80.103.202,,2024-03-25 10:11:56.000000,57451.059856,0,0,0,9651.016329544107,1.1987132641482472,0,0,10290.677553029405,0,0.07451721283210878,1,4,1.0,1,1,192.80.103.202,0,1.0,0,10,0,9,1,1,0,0.9999989759179249,0.995,0.997999385550755,1,Device + Location Fraud
TXN-28193629683C,USR0025,1317.72,1711463025,Calcutta,CCU,Healthcare,DEV-46B058CE,ATM,Card,153947.42,success,192.80.103.85,,2024-03-26 14:23:45.000000,101509.0,0,0,0,10290.677553029405,0.1280374354142219,0,0,8418.434219696072,0,0.008559490250046086,0,4,1.0,0,0,192.80.103.85,0,1.0,0,14,0,0,0,0,0,4.1952680301700296e-07,0.0,2.517160818102018e-07,0,Not Fraud
TXN-9CCFBA6A4E7E,USR0025,3374.4912786291497,26/03/2024 23:16:08,kolkata,MUMBAI,,DEV-F6295517,ATM,Card,150572.93,success,192.80.103.193,,2024-03-26 23:16:08.000000,31943.0,0,0,0,8047.438164772054,0.41927280915187615,0,0,5420.737092876384,0,0.02241086009131295,0,4,1.0,0,0,192.80.103.193,0,1.0,0,23,0,0,0,0,0,3.883018002385631e-07,0.0,2.3298108014313783e-07,0,Not Fraud
TXN-2037C22CD34A,USR0025,5319.5009,28/03/2024 15:03:54,Kolkata,Calcutta,Entertainment,DEV-F6295517,ATM,Card,0.0,success,192.80.103.246,,2024-03-28 15:03:54.000000,143266.0,0,0,0,7112.848787543473,0.7477669344496862,0,0,3337.237392876384,0,5319.5009,0,4,1.0,1,0,192.80.103.246,0,1.0,0,15,0,3,0,0,0,9.506029024426999e-07,0.0,5.703617414656199e-07,0,Not Fraud
TXN-C8BFB7700ADD,USR0025,10612.165565338652,03-29-2024 08:21,Kolkata,Calcutta,Education,DEV-1762E520,ATM,Card,134641.27,success,192.80.103.73,,2024-03-29 08:21:00.000000,62226.0,0,0,0,6813.957472952894,1.5571873496578756,0,0,6435.385914655934,0,0.07881748848514403,0,4,1.0,0,0,192.80.103.73,0,1.0,0,8,0,0,0,0,0,4.3450645680437547e-07,0.0,2.607038740826253e-07,0,Not Fraud
TXN-7F7E2B04B6B4,USR0025,11649.625642116,2024-03-31T22:30:40.534932,CCU,CCU,Entertainment,DEV-F6295517,ATM,Card,0.0,success,192.80.103.230,,2024-03-31 22:30:40.534932,223780.534932,0,0,0,7356.558629008003,1.583354782411932,0,0,9193.764035818218,0,11649.625642116,0,4,1.0,0,0,192.80.103.230,0,1.0,0,22,0,1,0,0,0,7.556851687110449e-07,0.0,4.534111012266269e-07,0,Not Fraud
TXN-AA48FA892C56,USR0025,9951.140190840822,1712017724,Kolkata,Calcutta,Food & Dining,DEV-1762E520,ATM,Card,113040.5,success,192.80.103.161,,2024-04-02 00:28:44.000000,93483.465068,0,0,0,7893.192005646502,1.2605647523803627,0,0,10737.643799431826,0,0.08803085761283089,0,4,1.0,0,0,192.80.103.161,0,1.0,0,0,1,0,0,0,0,9.857363282203071e-07,0.0,5.914417969321843e-07,0,Not Fraud
TXN-94404DDD7612,USR0025,4234.601706134168,2024-04-05T00:33:19.207446,Calcutta,Kolkata,Electronics,DEV-1762E520,ATM,Wallet,108805.9,success,192.80.103.166,,2024-04-05 00:33:19.207446,259475.207446,0,0,0,8121.852915112537,0.5213195105694587,0,0,8611.789179696998,0,0.03891850338658824,0,4,1.0,0,0,192.80.103.166,0,1.0,0,0,1,0,0,0,0,8.223943534829671e-07,0.0,4.934366120897802e-07,0,Not Fraud
TXN-0C19294A1EE0,USR0025,6101.89,1712455261,Kolkata,kolkata,Healthcare,DEV-46B058CE,mobile,Card,102704.01,success,192.80.103.14,,2024-04-07 02:01:01.000000,178061.792554,0,0,0,7733.127794214701,0.7889564489177887,0,0,6762.54396565833,0,0.05941180474058666,0,4,1.0,0,0,192.80.103.14,0,1.0,0,2,1,0,0,0,0,6.732287798208895e-07,0.0,4.0393726789253364e-07,0,Not Fraud
TXN-858EBA9424F7,USR0025,9233.0,2024-04-08T07:24:57.116911,kolkata,CCU,Entertainment,DEV-1762E520,web,Card,0.0,success,192.80.103.162,,2024-04-08 07:24:57.116911,105836.116911,0,0,0,7584.833449286091,1.2171371889095357,0,0,6523.163902044723,0,9233.0,0,4,1.0,0,0,192.80.103.162,0,1.0,0,7,0,1,0,0,0,6.600964959630898e-07,0.0,3.960578975778539e-07,0,Not Fraud
TXN-08C12EDE9D95,USR0025,6979.710629017345,"April 08, 2024 08:01 AM",Calcutta,CCU,Grocery,DEV-F6295517,ATM,UPI,86490.68,success,192.80.103.194,,2024-04-08 08:01:00.000000,2162.883089,0,0,0,7722.180661845584,0.9037352529507481,0,0,7438.200209672449,0,0.08069805822961637,0,4,1.0,0,0,192.80.103.194,0,1.0,0,8,0,0,0,0,0,4.5324407559944375e-07,0.0,2.7194644535966625e-07,0,Not Fraud
TXN-13955A6B51C9,USR0025,6564.279558668339,1712719721,Jaipur,Jaipur,Clothing,DEV-1762E520,ATM,UPI,79926.4,success,192.80.103.73,,2024-04-10 03:28:41.000000,156461.0,0,0,0,7665.067582397258,0.8562772879463216,0,0,7592.330062561895,0,0.08212802566664672,0,4,1.0,1,0,192.80.103.73,0,1.0,0,3,1,2,0,0,0,3.7268594850733308e-06,0.0,2.236115691043998e-06,0,Not Fraud
TXN-C7FEB030E9AB,USR0025,6607.0739459968945,"April 10, 2024 08:46 PM",Kolkata,CCU,Education,DEV-1762E520,ATM,Card,73319.33,success,192.80.103.35,,2024-04-10 20:46:00.000000,62239.0,0,0,0,7586.439866416621,0.8707909469228213,0,0,6717.021377894193,0,0.09011244147423907,0,4,1.0,0,0,192.80.103.35,0,1.0,0,20,0,0,0,0,0,4.0216961262083373e-07,0.0,2.413017675725002e-07,0,Not Fraud
TXN-5FC2F9B7D391,USR0025,6765.899827978399,1712877858,kolkata,Calcutta,Food & Dining,DEV-F6295517,ATM,Card,45696.44,success,192.80.103.158,,2024-04-11 23:24:18.000000,95898.0,0,0,0,7521.148805055305,0.8994637042318726,0,0,6645.751110881211,0,0.14805861833788497,0,4,1.0,0,0,192.80.103.158,0,1.0,0,23,0,0,0,0,0,4.0216961262083373e-07,0.0,2.413017675725002e-07,0,Not Fraud
TXN-A7093A85DFF6,USR0025,8729.394346549658,"April 12, 2024 03:47 AM",kolkata,Kolkata,,DEV-F6295517,ATM,Card,36967.04,success,,,2024-04-12 03:47:00.000000,15762.0,0,0,0,7473.945743987999,1.1678204291409868,0,0,7367.456040174984,0,0.23613354526097832,0,4,1.0,0,0,,1,1.0,0,3,1,1,0,0,0,3.1523700919344143e-06,0.0,1.8914220551606486e-06,0,Not Fraud
TXN-9737300D6CCB,USR0025,6107.437388969853,2024-04-12T17:58:19.379427,Calcutta,Kolkata,Utilities,DEV-1762E520,ATM,Card,0.0,success,192.80.103.158,,2024-04-12 17:58:19.379427,51079.379427,0,0,0,7547.7956617857435,0.8090611618867263,0,0,7200.91052116597,0,6107.437388969853,0,4,1.0,0,0,192.80.103.158,0,1.0,0,17,0,1,0,0,0,6.401192374974525e-07,0.0,3.840715424984715e-07,0,Not Fraud
TXN-19CD4E6C6EBD,USR0025,10962.22,2024-04-12T23:55:27.509371,Calcutta,Calcutta,Fuel,DEV-46B058CE,mobile,Card,19897.38,success,192.80.103.64,,2024-04-12 23:55:27.509371,21428.129944,0,0,0,7467.775757740416,1.4677398753924404,0,0,8599.683911839837,0,0.550910174597128,0,4,1.0,0,0,192.80.103.64,0,1.0,0,23,0,0,0,0,0,4.324694030735938e-07,0.0,2.594816418441563e-07,0,Not Fraud
TXN-6EFDC186969F,USR0025,2913.8953809070936,04-13-2024 11:35,CCU,Kolkata,Clothing,DEV-F6295517,web,Card,16983.49,success,192.80.103.92,,2024-04-13 11:35:00.000000,41972.490629,0,0,0,7651.693875754079,0.3807672733570523,0,0,6661.184256625648,0,0.17156213586084088,0,4,1.0,0,0,192.80.103.92,0,1.0,0,11,0,0,0,0,0,4.0216935580120904e-07,0.0,2.413016134807254e-07,0,Not Fraud
TXN-25927135D451,USR0025,9593.88,04-14-2024 16:27,kolkata,CCU,Education,DEV-F6295517,ATM,Card,7389.61,success,192.80.103.212,,2024-04-14 16:27:00.000000,103920.0,0,0,0,7414.803951011729,1.2937073395381655,0,0,7823.331793635698,0,1.298117476094666,0,4,1.0,0,0,192.80.103.212,0,1.0,0,16,0,1,0,0,0,4.324986032578721e-07,0.0,2.594991619547232e-07,0,Not Fraud
TXN-8D6680F44C5C,USR0025,1291.34,1713140417,kolkata,Calcutta,Grocery,DEV-F6295517,ATM,Card,0.0,success,192.80.103.5,1291.34,2024-04-15 00:20:17.000000,28397.0,0,0,0,7518.5694771540275,0.17173057632133754,0,0,4599.705126969031,0,1291.34,0,4,1.0,0,0,192.80.103.5,0,1.0,0,0,1,1,0,0,0,1.0754128835429252e-06,0.0,6.452477301257551e-07,0,Not Fraud
TXN-8D6680F44C5C,USR0025,1291.34,1713140417,kolkata,Calcutta,Grocery,DEV-F6295517,ATM,Card,0.0,success,192.80.103.5,1291.34,2024-04-15 00:20:17.000000,0.0,1,1,0,7235.513591828844,0.17844780965493173,0,0,4058.853333333333,0,1291.34,0,4,1.0,0,0,192.80.103.5,0,1.0,0,0,1,2,0,0,0,4.4691731274270104e-05,0.01,0.004026815038764562,0,Not Fraud
TXN-E98D6683B297,USR0025,4.0,2024-05-21T14:48:57,CCU,Kolkata,Food & Di#,,ATM,Card,2858.64,failed,192.80.103.221,,2024-05-21 14:48:57.000000,3162520.0,0,1,0,6977.071261749329,0.0005732242979412111,0,0,862.2266666666666,0,0.0013987774684925377,1,4,,0,0,192.80.103.221,0,1.0,0,14,0,2,0,0,0,6.0468974192321266e-06,0.0,3.6281384515392757e-06,0,Not Fraud
TXN-1E0EA32DD4DC,USR0025,9702.03,2024-05-26T18:26:05,AMD,CCU,Entertainment,ATO-4F98CCDB,ATM,NetBanking,2858.64,success,115.96.139.102,,2024-05-26 18:26:05.000000,445028.0,0,1,0,6686.5266258431075,1.4507650649954384,0,0,3665.7900000000004,1,3.392745240659664,1,4,1.0,1,1,115.96.139.102,0,1.0,0,18,0,10,1,1,0,0.999999126377429,0.995,0.9979994758264574,1,Velocity Fraud
TXN-5B4C62530E8F,USR0026,2828.752342896654,2024-06-08T18:58:32.211742,PNQ,PNQ,Education,DEV-B73DE6??,mobile,Card,103098.54,success,192.17.87.24,,2024-06-08 18:58:32.211742,999999.0,0,0,0,3157.0889808457882,0.8957164791914975,0,0,2828.752342896654,0,0.02743709955346701,1,2,1.0,1,1,192.17.87.24,0,1.0,0,18,0,9,1,1,0,0.999999144986211,1.0,0.9999994869917266,1,Device + Location Fraud
TXN-75B5C4FF1EEA,USR0026,4194.679627077066,1717874492,PNQ,PNQ,Utilities,DEV-B73DE612,mobile,Card,98903.86,success,192.17.87.46,,2024-06-08 19:21:32.000000,1379.788258,0,0,0,2828.752342896654,1.4823486718216528,0,0,3511.71598498686,0,0.042411258931836775,1,2,1.0,0,0,192.17.87.46,0,1.0,0,19,0,2,0,0,0,5.927820891823232e-06,0.01,0.004003556692535094,0,Not Fraud
TXN-3C609E963475,USR0026,3782.4534709143863,2024-06-10T10:08:02.506397,pune,PNQ,Healthcare,DEV-B73DE612,mobile,Card,95121.4,success,192.17.87.125,,2024-06-10 10:08:02.506397,139590.506397,0,0,0,3511.71598498686,1.076788868522354,0,0,3601.9618136293684,0,0.039764066832989775,0,2,1.0,1,0,192.17.87.125,0,1.0,0,10,0,2,0,0,0,1.0740877787538415e-06,0.0,6.444526672523048e-07,0,Not Fraud
TXN-8587AB0C5CC8,USR0026,3834.65,11/06/2024 02:44:06,HYDERABAD,pune,Electronics,DEV-B73DE612,mobile,UPI,91286.76,success,192.17.87.11,,2024-06-11 02:44:06.000000,59763.493603,0,0,0,3601.9618136293684,1.0643049242137943,0,0,3937.2610326638173,0,0.042006179141650536,0,2,1.0,1,0,192.17.87.11,0,1.0,0,2,1,2,0,0,0,3.7769197447769196e-06,0.0,2.2661518468661518e-06,0,Not Fraud
TXN-777C858DCCA8,USR0026,4062.0,2024-06-12T22:31:45.235402,Pune,Pune,,DEV-B73DE612,web,,87224.22,success,192.17.87.146,,2024-06-12 22:31:45.235402,157659.235402,0,0,0,3660.1338602220267,1.1094923472024218,0,0,3893.0344903047953,0,0.04656910008366846,0,2,1.0,1,0,192.17.87.146,0,1.0,0,22,0,2,0,0,0,1.2976496231855413e-06,0.01,0.004000778589773911,0,Not Fraud
TXN-5878B2D57BD9,USR0026,1142.785444168505,1718290421,pune,Pune,Fuel,DEV-B73DE612,mobile,Card,86081.44,success,,,2024-06-13 14:53:41.000000,58915.764598,0,0,0,3740.5070881776214,0.30543452604418886,0,0,3013.145148056168,0,0.013275476905260875,0,2,1.0,0,0,,1,1.0,0,14,0,1,0,0,0,5.280822551345843e-07,0.0,3.168493530807506e-07,0,Not Fraud
TXN-1F8CA2247687,USR0026,3864.401117463019,2024-06-14T06:33:49.680636,Pune,pune,Travel,DEV-B73DE612,ATM,Card,86081.44,pending,192.17.87.226,,2024-06-14 06:33:49.680636,56408.680636,0,0,0,3307.5534808427687,1.1680032194851093,0,0,3023.062187210508,0,0.04489186316585611,0,2,1.0,0,0,192.17.87.226,0,1.0,0,6,0,0,0,0,0,6.134620539477176e-07,0.0,3.680772323686305e-07,0,Not Fraud
TXN-19A5B16F366C,USR0026,3350.98,14/06/2024 15:58:20,PNQ,Pune,Electronics,DEV-B73DE612,mobile,Card,82730.46,success,192.17.87.93,,2024-06-14 15:58:20.000000,33870.319364,0,0,0,3387.10314321709,0.9890430894078861,0,0,2786.0555205438413,0,0.040504301507552264,0,2,1.0,0,0,192.17.87.93,0,1.0,0,15,0,0,0,0,0,3.1406041908631195e-07,0.0,1.8843625145178717e-07,0,Not Fraud
TXN-A0D9CA4581DA,USR0027,7563.441886306597,28-Feb-2024,Dubai,Dubai,Clothing,DEV-E7B94D4C,mobile,NetBanking,0.0,success,192.13.227.106,,2024-02-28 00:00:00.000000,999999.0,0,0,0,3157.0889808457882,2.394942616303668,0,0,7563.441886306597,0,7563.441886306597,1,1,1.0,1,1,192.13.227.106,0,1.0,0,0,1,10,1,1,0,0.9999991030724948,0.995,0.9979994618434969,1,Device + Location Fraud
TXN-10DBDB6A6176,USR0027,3754.0,08-May-2024,BOM,Bombay,Fuel,DEV-E7B94D4C,mobile,UPI,46117.49,success,192.182.162.54,,2024-05-08 00:00:00.000000,6048000.0,0,0,0,7563.441886306597,0.49626926301008606,0,0,5658.720943153298,0,0.08139902238776682,0,1,1.0,1,0,192.182.162.54,0,1.0,0,0,1,2,0,0,0,4.184979695122047e-06,0.0,2.510987817073228e-06,0,Not Fraud
TXN-7E6EA8D8E3C9,USR0027,3297.95,2024-05-08T19:14:12.329669,lucknow,Lucknow,Grocery,DEV-E7B94D4C,mobile,UPI,46117.49,failed,192.182.162.229,,2024-05-08 19:14:12.329669,69252.329669,0,0,0,5658.720943153298,0.5827054077621282,0,0,4871.797295435532,0,0.07151036384755875,0,1,1.0,1,0,192.182.162.229,0,1.0,0,19,0,2,0,0,0,9.485215012271777e-07,0.0,5.691129007363066e-07,0,Not Fraud
TXN-E8C3C0010035,USR0027,2914.7122486441303,2024-05-09T10:34:26.430462,Mumbai,Mumbai,Utilities,DEV-E7B94D4C,mobile,UPI,38038.82,success,192.182.162.106,,2024-05-09 10:34:26.430462,55214.100793,0,0,0,4871.797295435532,0.5981599627331948,0,0,3322.2207495480434,0,0.07662266142805435,0,1,1.0,1,0,192.182.162.106,0,1.0,0,10,0,2,0,0,0,7.671684799874204e-07,0.0,4.6030108799245224e-07,0,Not Fraud
TXN-2F8D1816E1B2,USR0027,6760.179505307302,2024-05-12T00:23:51.007872,Mumbai,mumbai,Food & Dining,DEV-E7B94D4C,mobile,Wallet,31278.64,success,192.182.162.153,,2024-05-12 00:23:51.007872,222564.57741,0,0,0,4382.526033737682,1.5421784776177385,0,0,4324.280584650477,0,0.21612075795333008,0,1,1.0,0,0,192.182.162.153,0,1.0,0,0,1,0,0,0,0,7.70286096579302e-07,0.0,4.6217165794758115e-07,0,Not Fraud
TXN-754DC1BE827B,USR0027,5694.079446540004,1715535011,Bombay,mUMBAI,Electronics,DEV-E7B94D4C,mobile,Wallet,25584.56,success,192.182.162.212,,2024-05-12 17:30:11.000000,61579.992128,0,0,0,4858.056728051606,1.171848728101437,0,0,5122.990400163812,0,0.2225505107779546,0,1,1.0,1,0,192.182.162.212,0,1.0,0,17,0,2,0,0,0,9.484763199437479e-07,0.0,5.690857919662487e-07,0,Not Fraud
TXN-79D7F01D1281,USR0027,5279.238900340693,13/05/2024 00:32:03,mUMBAI,mUMBAI,Travel,DEV-E7B94D4C,ATM,UPI,20305.32,success,192.182.162.31,,2024-05-13 00:32:03.000000,25312.0,0,0,0,4997.393847799672,1.0561870595020542,0,0,5911.165950729333,0,0.2599800899592193,0,1,1.0,1,0,192.182.162.31,0,1.0,0,0,1,2,0,0,0,2.7347579750187793e-06,0.0,1.6408547850112675e-06,0,Not Fraud
TXN-4A324F640993,USR0027,6671.175383703986,16-May-2024,Bombay,MUMBAI,Grocery,DEV-E7B94D4C,ATM,UPI,13634.15,success,192.182.162.134,,2024-05-16 00:00:00.000000,257277.0,0,0,0,5037.657426734104,1.3239986009582771,0,0,5881.497910194895,0,0.48926307255174944,0,1,1.0,0,0,192.182.162.134,0,1.0,0,0,1,0,0,0,0,7.019120656453962e-07,0.0,4.211472393872377e-07,0,Not Fraud
TXN-F72BFA3B8AFD,USR0027,1262.5707026478144,05-18-2024 07:12,Bombay,Mumbai,Utilities,DEV-E7B94D4C,web,UPI,12371.58,success,192.182.162.206,,2024-05-18 07:12:00.000000,198720.0,0,0,0,5241.847171355339,0.240817758248983,0,0,4404.328328897498,0,0.10204587100247599,0,1,1.0,0,0,192.182.162.206,0,1.0,0,7,0,0,0,0,0,4.066001966831053e-07,0.0,2.439601180098632e-07,0,Not Fraud
TXN-4281EFCB9031,USR0027,2337.7486359684194,"May 18, 2024 10:54 AM",BOM,MUMBAI,Healthcare,DEV-E7B94D4C,mobile,UPI,10033.83,success,192.182.162.225,,2024-05-18 10:54:00.000000,13320.0,0,0,0,4799.705341498947,0.48695940901852836,0,0,3423.83157410674,0,0.2329634518938955,0,1,1.0,0,0,192.182.162.225,0,1.0,0,10,0,0,0,0,0,3.140576214915897e-07,0.0,1.8843457289495383e-07,0,Not Fraud
TXN-31A79CEA20F9,USR0027,5780.395868185601,1716056836,mumbai,mUMBAI,Food & Dining,DEV-E7B94D4C,mobile,UPI,0.0,success,192.182.162.2,,2024-05-18 18:27:16.000000,27196.0,0,0,0,4553.509670945894,1.2691587647864433,0,0,3126.905068933945,0,5780.395868185601,0,1,1.0,1,0,192.182.162.2,0,1.0,0,18,0,3,0,0,0,7.669130867433368e-07,0.0,4.6014785204600203e-07,0,Not Fraud
TXN-2F83D8862B8C,USR0027,3398.6288914630495,20-May-2024,Bombay,BOM,Education,DEV-E7B94D4C,mobile,UPI,854.8,success,192.182.162.150,,2024-05-20 00:00:00.000000,106364.0,0,0,0,4665.044779785868,0.7283746838835563,0,0,3838.92446520569,0,3.9712887257105045,0,1,1.0,0,0,192.182.162.150,0,1.0,0,0,1,1,0,0,0,7.07488691028528e-07,0.0,4.244932146171168e-07,0,Not Fraud
TXN-2B1808380E61,USR0027,3617.431464152099,2024-05-21T08:11:26.456177,BOM,Bombay,Cl??,DEV-E7B94D4C,web,Wallet,0.0,success,192.182.162.142,,2024-05-21 08:11:26.456177,115886.456177,0,0,0,4559.510122425633,0.7932076384095532,0,0,4265.485407933584,0,3617.431464152099,0,1,1.0,0,0,192.182.162.142,0,1.0,0,8,0,1,0,0,0,6.471716540069513e-07,0.0,3.883029924041708e-07,0,Not Fraud
